User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
19303479,200.0,male,22,182.0,84.0,29.0,114.0,41.0
10699201,56.0,female,74,158.0,59.0,10.0,93.0,39.6
15283313,50.0,female,70,154.0,59.0,10.0,88.0,40.0
16324247,100.0,female,26,182.0,80.0,21.0,96.0,40.5
14277710,200.0,male,44,184.0,86.0,25.0,114.0,40.8
10888188,4.0,male,61,183.0,86.0,1.0,81.0,38.3
13379795,70.0,female,68,157.0,57.0,13.0,92.0,40.1
17181524,127.0,female,61,176.0,70.0,20.0,104.0,40.5
15988442,197.0,male,63,179.0,80.0,25.0,108.0,40.8
19538533,113.0,female,54,171.0,66.0,20.0,98.0,40.1
14591877,11.0,female,54,169.0,66.0,3.0,80.0,38.9
14274480,82.0,female,47,155.0,55.0,16.0,93.0,40.5
16818429,26.0,male,33,184.0,86.0,8.0,86.0,39.9
17476522,141.0,female,24,171.0,66.0,24.0,105.0,40.6
16369885,92.0,male,24,195.0,98.0,20.0,96.0,40.6
17816292,5.0,male,48,152.0,59.0,2.0,79.0,38.0
15995398,30.0,male,35,193.0,93.0,10.0,83.0,39.7
17615432,3.0,male,21,168.0,71.0,3.0,78.0,38.5
10146087,37.0,female,21,179.0,73.0,9.0,90.0,39.6
17967445,147.0,female,22,158.0,62.0,25.0,105.0,40.6
19670291,8.0,female,69,174.0,69.0,2.0,80.0,38.1
10580576,159.0,male,53,191.0,101.0,21.0,106.0,40.7
15854213,93.0,female,68,155.0,58.0,15.0,100.0,40.3
11138472,173.0,female,69,164.0,65.0,23.0,113.0,40.4
18276801,89.0,male,28,198.0,101.0,19.0,95.0,40.6
13823902,31.0,male,70,188.0,89.0,7.0,82.0,39.3
19222133,35.0,female,36,170.0,64.0,9.0,84.0,39.6
13231909,94.0,female,77,177.0,80.0,16.0,98.0,40.6
12726617,49.0,female,32,167.0,63.0,9.0,99.0,39.7
12538968,54.0,female,62,185.0,77.0,13.0,84.0,40.4
10941668,117.0,female,64,151.0,56.0,20.0,97.0,40.4
12628985,173.0,male,45,175.0,79.0,27.0,104.0,40.6
17691320,99.0,male,45,158.0,61.0,20.0,97.0,40.7
17822027,45.0,female,22,177.0,71.0,10.0,93.0,39.8
13777657,166.0,male,45,169.0,69.0,22.0,113.0,40.6
19423359,202.0,female,66,174.0,69.0,28.0,111.0,40.9
14701930,107.0,male,31,182.0,83.0,20.0,101.0,40.9
11513205,199.0,female,57,163.0,68.0,29.0,109.0,40.7
11842710,25.0,male,53,192.0,93.0,5.0,90.0,39.1
12576313,23.0,female,22,179.0,67.0,8.0,77.0,39.5
12367125,200.0,male,67,192.0,92.0,24.0,108.0,40.7
16913504,6.0,female,27,168.0,64.0,2.0,76.0,38.2
19439155,7.0,male,57,178.0,83.0,2.0,79.0,38.1
16137644,113.0,female,49,168.0,68.0,20.0,99.0,40.6
11622081,188.0,female,39,168.0,63.0,29.0,108.0,40.7
17374074,103.0,male,47,165.0,72.0,20.0,96.0,40.3
19096890,128.0,male,62,197.0,101.0,17.0,103.0,40.3
19628507,130.0,male,41,187.0,89.0,23.0,99.0,40.7
16918679,27.0,female,34,144.0,50.0,7.0,83.0,39.3
11194130,185.0,female,40,163.0,62.0,27.0,111.0,41.2
18863486,57.0,female,55,155.0,57.0,11.0,92.0,39.8
11754581,65.0,male,44,189.0,88.0,13.0,94.0,40.0
15161631,91.0,female,45,160.0,60.0,16.0,99.0,40.4
18735761,120.0,female,49,164.0,64.0,19.0,105.0,40.4
15878611,70.0,female,46,166.0,68.0,12.0,101.0,40.1
19249559,39.0,male,25,202.0,100.0,9.0,94.0,39.8
15469030,136.0,male,68,171.0,80.0,22.0,95.0,40.5
11157560,77.0,female,25,169.0,64.0,14.0,101.0,40.2
19576971,42.0,female,31,174.0,67.0,9.0,93.0,39.5
15048071,41.0,male,57,184.0,91.0,7.0,95.0,39.2
18707469,59.0,female,27,159.0,59.0,14.0,88.0,39.9
12598637,179.0,male,40,201.0,98.0,24.0,110.0,40.7
14342169,6.0,female,57,171.0,74.0,2.0,73.0,38.6
19208771,13.0,female,23,155.0,62.0,5.0,74.0,39.2
11790318,147.0,male,23,189.0,87.0,23.0,110.0,40.0
11756583,180.0,male,43,183.0,88.0,26.0,107.0,40.7
16417986,101.0,male,74,201.0,107.0,14.0,96.0,40.1
13065142,150.0,female,45,158.0,53.0,23.0,106.0,40.7
10481882,179.0,female,31,165.0,60.0,25.0,115.0,40.8
19521409,23.0,male,21,195.0,93.0,6.0,93.0,39.2
15862346,10.0,male,50,190.0,96.0,3.0,80.0,38.3
12234447,39.0,male,39,175.0,74.0,9.0,93.0,39.5
14624633,247.0,male,57,169.0,81.0,30.0,112.0,40.9
17074274,89.0,female,26,159.0,53.0,19.0,92.0,40.5
17636190,141.0,male,34,181.0,83.0,25.0,102.0,40.9
14345479,18.0,female,55,160.0,62.0,4.0,87.0,39.1
11772472,70.0,female,52,171.0,67.0,15.0,89.0,40.6
19087162,185.0,male,21,188.0,90.0,29.0,110.0,40.8
15875055,54.0,female,20,136.0,45.0,11.0,94.0,40.1
10939512,207.0,female,79,152.0,60.0,29.0,107.0,40.8
13616455,189.0,male,21,189.0,91.0,27.0,114.0,41.0
19118405,6.0,male,50,171.0,74.0,2.0,82.0,38.1
10503799,60.0,female,29,180.0,76.0,12.0,97.0,39.9
16572590,23.0,male,22,194.0,92.0,6.0,92.0,39.0
17336010,186.0,female,28,158.0,60.0,27.0,113.0,40.8
15483091,178.0,male,38,188.0,93.0,28.0,104.0,40.9
10006441,122.0,male,23,169.0,73.0,25.0,102.0,40.7
13075455,166.0,female,68,159.0,68.0,24.0,108.0,40.5
17564519,158.0,male,79,176.0,86.0,20.0,102.0,40.1
18789619,7.0,female,35,182.0,70.0,2.0,83.0,38.4
15444304,143.0,male,67,201.0,96.0,18.0,105.0,40.5
13122354,43.0,female,21,156.0,52.0,12.0,82.0,39.8
10692173,86.0,female,44,143.0,49.0,17.0,92.0,40.2
12890276,128.0,female,43,175.0,72.0,23.0,100.0,40.7
14339451,182.0,male,21,186.0,79.0,29.0,111.0,41.0
16626118,52.0,female,32,170.0,70.0,10.0,98.0,39.7
17268858,236.0,male,79,179.0,91.0,27.0,107.0,40.4
13816658,114.0,male,51,192.0,96.0,19.0,97.0,40.6
14191617,64.0,female,60,174.0,67.0,11.0,99.0,39.7
13672975,171.0,male,49,184.0,86.0,26.0,103.0,40.8
16361679,19.0,male,46,179.0,84.0,6.0,82.0,39.2
17739883,144.0,female,35,149.0,54.0,21.0,111.0,40.5
19341462,37.0,male,31,172.0,76.0,9.0,94.0,39.7
14117537,185.0,male,42,185.0,78.0,26.0,110.0,41.4
12667831,60.0,female,66,174.0,69.0,13.0,87.0,39.8
10661999,127.0,male,52,189.0,90.0,22.0,96.0,40.5
10366046,149.0,male,59,166.0,73.0,23.0,101.0,40.4
11523134,78.0,male,23,169.0,71.0,16.0,102.0,40.1
12275702,24.0,female,49,164.0,63.0,5.0,91.0,38.9
11190411,143.0,female,25,157.0,57.0,23.0,107.0,40.8
19686449,143.0,male,20,188.0,84.0,27.0,104.0,41.0
15565644,71.0,female,28,163.0,66.0,15.0,94.0,40.1
10154011,58.0,male,60,182.0,90.0,11.0,90.0,40.2
12676049,71.0,female,29,178.0,77.0,15.0,95.0,40.4
10228092,20.0,male,40,184.0,87.0,5.0,88.0,39.5
18997284,78.0,male,26,191.0,93.0,17.0,96.0,40.3
10836250,93.0,female,26,176.0,76.0,19.0,97.0,40.4
15883541,17.0,male,25,158.0,58.0,6.0,90.0,39.2
16990389,12.0,female,60,190.0,87.0,3.0,84.0,38.9
17046329,115.0,male,25,181.0,81.0,23.0,101.0,40.8
14136420,119.0,female,39,165.0,65.0,19.0,106.0,40.6
13138092,168.0,female,30,153.0,53.0,26.0,108.0,40.6
16655537,44.0,male,23,198.0,100.0,12.0,90.0,40.4
16245184,192.0,female,37,148.0,51.0,29.0,108.0,40.6
19157340,96.0,female,22,147.0,47.0,17.0,101.0,40.3
19810083,135.0,female,26,170.0,68.0,23.0,105.0,40.7
19821989,54.0,female,56,167.0,60.0,12.0,86.0,40.2
17219988,239.0,male,43,171.0,79.0,30.0,115.0,40.8
19572798,69.0,female,38,169.0,65.0,14.0,94.0,40.1
18360844,46.0,male,24,179.0,80.0,14.0,90.0,40.7
13918575,115.0,female,25,164.0,63.0,21.0,101.0,40.7
15319150,17.0,female,31,163.0,62.0,4.0,88.0,39.1
16112624,190.0,female,54,151.0,57.0,25.0,115.0,40.4
11099585,48.0,female,34,190.0,91.0,12.0,89.0,40.2
17300463,178.0,female,28,176.0,72.0,27.0,112.0,40.7
17118372,20.0,male,24,191.0,95.0,6.0,88.0,39.3
14435543,64.0,female,27,167.0,69.0,15.0,90.0,40.4
10908558,95.0,female,35,154.0,57.0,19.0,94.0,40.6
14181557,196.0,male,49,183.0,89.0,25.0,111.0,40.8
17152651,9.0,male,36,185.0,91.0,2.0,91.0,38.1
10192977,105.0,female,58,192.0,83.0,18.0,101.0,40.8
19584135,58.0,female,40,157.0,61.0,12.0,92.0,40.0
19445771,111.0,male,31,179.0,77.0,24.0,97.0,40.8
11294536,108.0,male,50,182.0,86.0,17.0,101.0,40.3
12845462,24.0,male,36,202.0,109.0,6.0,87.0,39.1
10578158,67.0,female,34,163.0,61.0,13.0,96.0,40.1
19789364,62.0,female,78,153.0,54.0,13.0,84.0,40.3
12301038,172.0,male,41,178.0,76.0,28.0,104.0,40.8
18976127,24.0,male,41,172.0,71.0,7.0,87.0,39.5
11460469,84.0,male,24,178.0,77.0,19.0,98.0,40.1
15238405,132.0,female,67,173.0,69.0,20.0,105.0,40.5
18559105,167.0,female,47,179.0,75.0,25.0,110.0,40.7
12761860,101.0,female,42,154.0,52.0,17.0,101.0,40.6
12777201,113.0,female,25,180.0,75.0,23.0,97.0,40.6
11084582,84.0,male,25,179.0,78.0,17.0,101.0,40.3
11393152,28.0,female,58,165.0,68.0,6.0,88.0,39.4
12327773,157.0,male,68,191.0,98.0,22.0,99.0,41.0
12038545,64.0,male,24,181.0,91.0,14.0,97.0,40.4
17593004,133.0,male,38,192.0,92.0,21.0,104.0,40.6
11708341,145.0,female,26,164.0,59.0,23.0,108.0,40.5
10753818,174.0,male,64,178.0,83.0,24.0,103.0,41.0
10608177,34.0,female,49,174.0,75.0,7.0,93.0,39.2
11267944,193.0,female,73,158.0,57.0,29.0,103.0,40.9
19795364,147.0,male,27,180.0,86.0,24.0,107.0,40.7
14290814,133.0,male,66,171.0,72.0,18.0,105.0,40.5
19222644,161.0,male,39,199.0,104.0,26.0,101.0,40.7
12847212,18.0,female,30,168.0,62.0,6.0,76.0,39.4
11986136,85.0,male,76,187.0,96.0,12.0,96.0,40.1
11830053,90.0,male,60,193.0,90.0,15.0,95.0,40.0
14737350,176.0,male,54,188.0,90.0,23.0,108.0,40.9
15294669,51.0,female,49,166.0,66.0,11.0,89.0,39.6
17146724,24.0,female,24,173.0,66.0,7.0,82.0,39.3
17490159,22.0,female,28,161.0,57.0,6.0,83.0,39.5
15501381,212.0,male,72,197.0,102.0,25.0,106.0,40.9
16736138,201.0,male,32,171.0,78.0,29.0,112.0,40.9
18493316,83.0,female,36,159.0,59.0,17.0,93.0,40.3
17497515,87.0,male,65,204.0,103.0,14.0,93.0,40.1
14364172,141.0,female,36,163.0,67.0,27.0,97.0,40.7
14217831,134.0,female,32,159.0,63.0,23.0,103.0,40.3
10483147,5.0,male,42,180.0,84.0,2.0,80.0,38.6
18046507,201.0,male,34,191.0,94.0,29.0,109.0,40.9
12414011,9.0,male,34,181.0,78.0,3.0,86.0,38.2
10710546,20.0,male,26,191.0,86.0,8.0,83.0,39.3
16175343,221.0,male,31,203.0,105.0,29.0,113.0,40.8
12020646,112.0,female,64,157.0,63.0,17.0,105.0,40.1
13611443,108.0,male,34,185.0,93.0,20.0,99.0,40.3
16383525,257.0,male,63,204.0,112.0,29.0,110.0,40.4
17841776,192.0,male,44,194.0,87.0,27.0,108.0,40.8
10735479,72.0,male,36,190.0,96.0,17.0,90.0,40.3
13117699,169.0,male,41,173.0,71.0,28.0,104.0,41.2
16042685,120.0,male,73,168.0,77.0,18.0,97.0,40.3
10315558,172.0,male,31,186.0,85.0,28.0,106.0,40.8
12304455,21.0,male,22,179.0,73.0,10.0,84.0,39.9
15503276,105.0,female,34,161.0,56.0,18.0,102.0,40.6
10565624,156.0,female,21,168.0,65.0,25.0,109.0,40.3
12458510,13.0,female,22,145.0,50.0,3.0,89.0,38.7
13885247,134.0,male,33,190.0,97.0,24.0,100.0,40.8
11572170,130.0,female,51,157.0,60.0,21.0,103.0,40.4
19911268,7.0,male,45,195.0,99.0,2.0,83.0,37.9
12859596,140.0,female,33,175.0,67.0,25.0,101.0,41.1
15376017,34.0,male,47,198.0,97.0,7.0,91.0,39.3
19921858,34.0,female,70,175.0,74.0,9.0,79.0,40.0
19187230,44.0,female,77,160.0,63.0,8.0,92.0,39.5
10874559,42.0,female,35,172.0,71.0,11.0,85.0,39.9
11746700,9.0,female,44,161.0,60.0,2.0,89.0,38.4
10952850,107.0,female,71,164.0,60.0,18.0,97.0,40.5
16785115,39.0,female,54,174.0,75.0,9.0,87.0,39.6
14951529,178.0,female,63,166.0,68.0,26.0,108.0,40.8
13846186,79.0,female,50,149.0,55.0,13.0,101.0,40.4
10590765,113.0,male,63,200.0,105.0,15.0,102.0,40.3
15032837,143.0,female,30,163.0,58.0,22.0,109.0,40.5
15511677,16.0,female,33,163.0,57.0,4.0,84.0,38.7
18148848,137.0,male,38,189.0,91.0,24.0,100.0,40.5
13172849,71.0,male,20,183.0,81.0,17.0,97.0,40.5
18401432,72.0,female,67,159.0,62.0,13.0,94.0,40.2
14857446,76.0,male,24,188.0,90.0,14.0,103.0,40.1
12734403,187.0,male,30,197.0,103.0,27.0,109.0,40.5
11693744,109.0,female,35,145.0,49.0,18.0,103.0,40.2
10622381,204.0,female,63,176.0,79.0,29.0,111.0,40.5
18548803,29.0,female,50,157.0,60.0,6.0,91.0,39.4
18119523,91.0,male,33,200.0,101.0,17.0,98.0,40.5
13991141,16.0,female,36,163.0,58.0,4.0,84.0,39.0
10677750,36.0,male,75,187.0,97.0,7.0,84.0,39.1
17724752,80.0,male,56,184.0,93.0,13.0,97.0,39.9
17047475,151.0,female,50,182.0,75.0,22.0,111.0,40.6
18908393,195.0,male,24,183.0,80.0,27.0,116.0,40.6
19475479,26.0,female,32,172.0,72.0,8.0,80.0,39.5
10854360,138.0,male,49,193.0,100.0,22.0,99.0,40.5
17425584,15.0,female,77,170.0,65.0,3.0,89.0,39.0
15539064,120.0,male,67,171.0,75.0,19.0,97.0,40.5
14130669,197.0,male,23,182.0,81.0,30.0,112.0,41.0
15015988,114.0,male,37,192.0,95.0,21.0,98.0,40.7
13741485,127.0,female,35,163.0,59.0,20.0,107.0,40.6
13015812,112.0,male,34,185.0,83.0,23.0,97.0,40.8
13939844,116.0,female,49,168.0,67.0,21.0,98.0,40.4
13135068,35.0,female,69,156.0,61.0,8.0,83.0,39.4
13286573,110.0,male,49,194.0,101.0,16.0,103.0,40.4
19246830,117.0,female,41,150.0,51.0,22.0,95.0,40.2
18976105,115.0,male,42,195.0,95.0,17.0,105.0,40.2
14714345,157.0,male,52,188.0,93.0,21.0,107.0,40.6
18319225,54.0,female,26,158.0,60.0,12.0,91.0,40.0
14775199,163.0,female,79,178.0,80.0,25.0,104.0,40.5
10074404,156.0,male,72,172.0,82.0,19.0,107.0,40.5
16366307,42.0,male,34,195.0,92.0,10.0,91.0,39.9
13945114,35.0,female,60,152.0,50.0,7.0,89.0,39.8
16749464,34.0,female,45,158.0,57.0,7.0,91.0,39.3
18521428,99.0,male,33,188.0,92.0,19.0,98.0,40.4
10207737,161.0,male,56,192.0,97.0,20.0,109.0,40.5
10722362,38.0,female,21,153.0,54.0,8.0,94.0,39.8
15316949,104.0,female,50,161.0,61.0,18.0,99.0,40.5
14920065,200.0,male,60,184.0,86.0,27.0,105.0,41.0
10809847,183.0,male,39,162.0,72.0,28.0,108.0,40.7
12363678,140.0,male,48,175.0,75.0,19.0,110.0,40.7
17804243,100.0,female,38,163.0,65.0,19.0,97.0,40.5
15862195,178.0,male,54,190.0,95.0,22.0,110.0,40.3
12555008,150.0,male,23,195.0,89.0,27.0,104.0,41.0
13788834,83.0,female,72,164.0,68.0,15.0,94.0,40.2
19113986,12.0,male,47,179.0,79.0,6.0,74.0,39.3
19510192,49.0,female,58,170.0,72.0,8.0,103.0,39.9
15831321,147.0,male,41,179.0,85.0,25.0,101.0,40.8
14142930,44.0,male,62,193.0,100.0,8.0,90.0,39.4
16036236,179.0,female,30,168.0,67.0,29.0,107.0,40.9
19962170,161.0,female,32,156.0,56.0,23.0,113.0,40.5
11390035,20.0,male,20,178.0,80.0,9.0,84.0,39.4
16163940,127.0,female,53,168.0,65.0,21.0,102.0,40.5
17847428,247.0,male,51,189.0,95.0,30.0,112.0,41.0
18908334,173.0,male,78,177.0,86.0,23.0,100.0,40.8
17029728,3.0,female,31,169.0,69.0,1.0,74.0,37.6
10082523,32.0,male,74,205.0,112.0,6.0,83.0,39.0
15505673,140.0,female,50,177.0,70.0,22.0,106.0,40.9
12679497,34.0,female,40,160.0,70.0,8.0,88.0,40.0
17438788,30.0,male,41,172.0,75.0,8.0,88.0,39.7
19382988,64.0,female,26,161.0,54.0,13.0,94.0,40.3
13632419,152.0,male,25,185.0,89.0,27.0,104.0,40.8
12432246,91.0,male,31,184.0,89.0,15.0,105.0,39.9
19984594,9.0,male,20,186.0,90.0,4.0,83.0,38.8
14768524,20.0,female,55,176.0,72.0,5.0,84.0,39.3
18107311,156.0,female,52,160.0,59.0,25.0,103.0,40.7
11102823,223.0,male,60,208.0,105.0,26.0,110.0,40.6
11337714,83.0,male,36,191.0,93.0,16.0,97.0,40.0
15422663,51.0,female,53,168.0,69.0,11.0,89.0,40.0
10201123,52.0,male,36,193.0,95.0,10.0,97.0,40.0
10310404,170.0,female,23,169.0,68.0,25.0,114.0,40.9
17001911,7.0,female,36,164.0,57.0,2.0,79.0,37.9
13586767,149.0,female,37,166.0,61.0,25.0,103.0,40.7
11312954,181.0,male,48,181.0,80.0,27.0,105.0,40.6
19873304,201.0,female,39,167.0,71.0,27.0,118.0,41.1
10331021,23.0,male,21,205.0,103.0,7.0,88.0,39.6
10566369,109.0,male,20,187.0,86.0,23.0,100.0,40.3
19286727,30.0,male,57,169.0,72.0,8.0,84.0,39.7
19845852,84.0,female,77,160.0,66.0,15.0,94.0,40.5
18971121,128.0,male,34,184.0,85.0,19.0,109.0,40.4
16784301,137.0,male,52,189.0,92.0,23.0,97.0,40.7
15158798,216.0,male,70,194.0,91.0,28.0,103.0,40.8
12730658,68.0,female,64,157.0,54.0,12.0,95.0,40.1
16649627,129.0,male,73,198.0,101.0,18.0,97.0,40.7
16205668,50.0,male,47,195.0,99.0,11.0,88.0,39.8
15013894,19.0,female,39,164.0,65.0,5.0,84.0,39.2
12286808,30.0,female,25,163.0,60.0,7.0,89.0,39.4
10485469,197.0,male,22,165.0,67.0,27.0,119.0,40.4
13340241,24.0,male,67,173.0,78.0,4.0,95.0,38.7
14093741,70.0,female,64,164.0,67.0,13.0,94.0,40.2
11983925,54.0,male,37,200.0,100.0,12.0,91.0,40.1
11222672,88.0,male,21,184.0,78.0,19.0,100.0,40.5
17862213,24.0,male,40,190.0,97.0,7.0,83.0,39.5
18184462,121.0,female,36,174.0,68.0,19.0,108.0,40.1
14919629,57.0,female,53,178.0,77.0,11.0,95.0,39.9
17551112,126.0,male,41,192.0,99.0,22.0,98.0,40.5
17567644,24.0,male,56,184.0,88.0,5.0,89.0,39.5
17752929,41.0,female,29,166.0,65.0,11.0,84.0,40.0
18452221,28.0,male,28,192.0,92.0,7.0,92.0,39.5
15176055,34.0,male,22,191.0,88.0,10.0,90.0,39.7
10836299,161.0,male,76,195.0,93.0,23.0,96.0,40.5
14734299,20.0,male,73,175.0,76.0,4.0,86.0,38.9
10567350,119.0,male,39,191.0,86.0,23.0,97.0,40.6
13304804,63.0,female,69,162.0,59.0,11.0,95.0,39.6
10638410,58.0,female,46,180.0,75.0,12.0,93.0,40.1
13464795,215.0,female,30,163.0,58.0,30.0,115.0,40.6
13693397,96.0,female,35,168.0,67.0,17.0,101.0,40.1
14347203,160.0,female,60,176.0,71.0,24.0,107.0,41.0
13541948,154.0,female,35,150.0,50.0,25.0,104.0,41.0
12431875,11.0,male,26,182.0,84.0,5.0,81.0,39.1
18290984,122.0,male,21,183.0,83.0,23.0,104.0,40.5
15699085,124.0,female,27,158.0,57.0,22.0,101.0,40.4
17286230,113.0,female,47,172.0,69.0,21.0,97.0,40.6
12037170,9.0,female,27,183.0,79.0,3.0,80.0,38.9
15295331,208.0,male,49,181.0,79.0,29.0,108.0,40.7
13302612,101.0,male,27,178.0,83.0,19.0,102.0,41.0
14255616,66.0,male,46,194.0,91.0,14.0,91.0,40.0
12824130,100.0,male,58,197.0,98.0,14.0,102.0,40.1
12481603,65.0,male,27,172.0,77.0,13.0,101.0,39.9
17977871,47.0,male,29,176.0,76.0,13.0,91.0,39.8
10164017,8.0,male,39,197.0,96.0,3.0,78.0,38.6
13155595,17.0,female,56,160.0,63.0,4.0,84.0,38.7
11627255,101.0,male,32,183.0,83.0,21.0,97.0,40.4
12530320,18.0,female,43,169.0,67.0,5.0,80.0,39.0
14132143,131.0,male,21,202.0,98.0,21.0,108.0,40.5
14940695,58.0,female,76,175.0,72.0,10.0,97.0,39.8
17806572,87.0,female,22,162.0,59.0,15.0,104.0,40.0
14971780,152.0,male,35,200.0,99.0,24.0,104.0,40.6
16691239,193.0,male,45,191.0,95.0,28.0,105.0,41.0
15563989,51.0,male,32,176.0,83.0,10.0,99.0,39.7
10679574,157.0,male,39,178.0,80.0,25.0,105.0,40.7
10176870,165.0,female,44,174.0,75.0,27.0,105.0,40.8
19455108,22.0,female,26,174.0,67.0,6.0,84.0,39.4
18145627,91.0,female,42,179.0,72.0,17.0,98.0,40.1
13361025,9.0,female,24,178.0,78.0,2.0,93.0,38.2
19596964,74.0,male,56,186.0,93.0,14.0,91.0,40.0
18120047,26.0,male,71,185.0,96.0,5.0,85.0,39.1
19554783,57.0,female,37,187.0,84.0,11.0,99.0,39.9
17873138,37.0,female,47,162.0,63.0,10.0,81.0,39.9
12940540,217.0,male,48,167.0,67.0,29.0,112.0,40.9
12338218,47.0,male,52,183.0,86.0,11.0,87.0,40.0
11860761,139.0,male,40,192.0,98.0,24.0,99.0,40.4
16221860,19.0,female,66,180.0,75.0,4.0,88.0,38.9
14662956,80.0,female,37,157.0,59.0,16.0,94.0,40.2
15359537,74.0,male,28,193.0,93.0,17.0,94.0,40.4
19371363,54.0,female,59,148.0,51.0,10.0,93.0,39.7
16364264,154.0,male,24,182.0,78.0,28.0,105.0,40.8
15285889,140.0,female,67,162.0,62.0,26.0,93.0,40.7
11844111,52.0,male,33,192.0,98.0,10.0,97.0,39.8
10907293,79.0,male,34,192.0,99.0,15.0,97.0,40.1
12870966,94.0,male,40,181.0,84.0,17.0,99.0,40.4
17244789,202.0,male,22,193.0,85.0,28.0,116.0,41.0
11185950,238.0,male,66,164.0,75.0,27.0,114.0,40.7
15381308,117.0,male,42,182.0,82.0,19.0,103.0,40.2
16193075,26.0,male,42,209.0,111.0,7.0,83.0,39.5
19166163,184.0,male,64,203.0,97.0,23.0,106.0,40.7
14314848,169.0,female,32,162.0,64.0,28.0,105.0,40.5
11718003,2.0,male,24,189.0,91.0,1.0,78.0,37.7
17985735,162.0,male,26,182.0,83.0,27.0,107.0,41.0
12701312,62.0,female,32,159.0,55.0,13.0,92.0,40.2
10377282,150.0,male,51,190.0,94.0,21.0,105.0,40.4
18979629,183.0,female,40,165.0,59.0,27.0,110.0,41.1
15987356,138.0,female,34,179.0,74.0,25.0,101.0,40.9
15694837,99.0,male,48,185.0,88.0,15.0,103.0,40.0
10160535,128.0,female,21,147.0,45.0,23.0,100.0,40.6
19295195,54.0,female,31,175.0,68.0,12.0,91.0,40.3
19318394,127.0,male,76,193.0,103.0,18.0,95.0,40.3
19941237,11.0,male,20,177.0,79.0,5.0,84.0,38.9
19326172,66.0,male,22,167.0,73.0,18.0,94.0,40.7
13422365,49.0,male,44,180.0,84.0,11.0,91.0,39.5
16412866,42.0,female,49,173.0,67.0,10.0,85.0,39.5
12961279,37.0,male,49,179.0,79.0,7.0,95.0,39.5
15322514,12.0,female,46,154.0,55.0,3.0,84.0,38.6
18742025,243.0,male,75,186.0,84.0,29.0,107.0,41.1
19370901,14.0,female,20,167.0,58.0,5.0,76.0,39.3
16152838,171.0,female,33,154.0,59.0,28.0,105.0,40.6
11589040,241.0,male,68,166.0,75.0,28.0,112.0,40.8
18394669,125.0,female,58,173.0,73.0,20.0,104.0,40.6
19783354,171.0,male,23,179.0,81.0,26.0,112.0,40.6
15351545,52.0,male,79,198.0,96.0,9.0,87.0,39.7
12132600,187.0,male,43,201.0,104.0,28.0,103.0,40.7
12811109,141.0,female,37,178.0,74.0,24.0,104.0,40.8
13079051,314.0,male,75,199.0,103.0,28.0,123.0,40.5
13156882,159.0,female,61,173.0,73.0,26.0,102.0,40.8
15720905,30.0,female,26,169.0,62.0,9.0,80.0,40.2
11372824,176.0,female,23,173.0,72.0,28.0,110.0,40.9
10352361,211.0,male,64,178.0,82.0,25.0,111.0,40.8
13705651,29.0,female,20,170.0,68.0,8.0,85.0,39.4
